Data;0-39;40-59;60-79;80-89;>= 90
21/04/20;1,37%;19,18%;42,47%;31,51%;5,48%
22/04/20;1,10%;19,78%;46,15%;27,47%;5,49%
23/04/20;2,25%;26,97%;37,08%;24,72%;8,99%
24/04/20;0;17,11%;43,42%;30,26%;9,21%
25/04/20;1,28%;11,54%;41,03%;32,05%;14,10%
26/04/20;0;21,62%;44,59%;27,03%;6,76%
27/04/20;0;18,97%;41,38%;31,03%;8,62%
28/04/20;0;13,79%;51,72%;29,31%;5,17%
29/04/20;1,43%;12,86%;61,43%;17,14%;7,14%
30/04/20;5,26%;24,56%;31,58%;31,58%;7,02%
01/05/20;0;11,32%;41,51%;26,42%;20,75%
02/05/20;0;19,15%;46,81%;34,04%;0
03/05/20;0;20,59%;52,94%;14,71%;11,76%
04/05/20;0;9,30%;53,49%;32,56%;4,65%
05/05/20;0;23,26%;51,16%;23,26%;2,33%
06/05/20;3,28%;16,39%;34,43%;32,79%;13,11%
07/05/20;0;17,14%;51,43%;22,86%;8,57%
08/05/20;5,26%;7,89%;42,11%;36,84%;7,89%
09/05/20;0;29,63%;48,15%;18,52%;3,70%
10/05/20;4,76%;14,29%;42,86%;33,33%;4,76%
11/05/20;3,70%;22,22%;25,93%;37,04%;11,11%
12/05/20;0;10,00%;50,00%;30,00%;10,00%
13/05/20;3,23%;12,90%;41,94%;32,26%;9,68%
14/05/20;0;18,18%;42,42%;30,30%;9,09%
15/05/20;12,50%;12,50%;37,50%;28,13%;9,38%
16/05/20;8,00%;12,00%;56,00%;16,00%;8,00%
17/05/20;5,00%;10,00%;35,00%;40,00%;10,00%
18/05/20;14,29%;7,14%;42,86%;28,57%;7,14%
19/05/20;0;13,64%;40,91%;31,82%;13,64%
20/05/20;22,22%;22,22%;44,44%;11,11%;0
21/05/20;11,11%;5,56%;55,56%;5,56%;22,22%
22/05/20;7,69%;15,38%;61,54%;15,38%;0
23/05/20;0;20,00%;26,67%;33,33%;20,00%
24/05/20;0;30,77%;30,77%;30,77%;7,69%
25/05/20;13,33%;13,33%;40,00%;33,33%;0
26/05/20;0;0;37,50%;62,50%;0
27/05/20;10,00%;10,00%;60,00%;10,00%;10,00%
28/05/20;16,67%;33,33%;16,67%;16,67%;16,67%
29/05/20;0;27,78%;16,67%;50,00%;5,56%
30/05/20;11,11%;22,22%;66,67%;0;0
31/05/20;14,29%;14,29%;42,86%;14,29%;14,29%
01/06/20;0;0;66,67%;22,22%;11,11%
02/06/20;0;12,50%;50,00%;25,00%;12,50%
03/06/20;0;0;40,00%;40,00%;20,00%
04/06/20;0;0;55,56%;44,44%;0
05/06/20;10,00%;20,00%;50,00%;20,00%;0
06/06/20;0;27,27%;45,45%;27,27%;0
07/06/20;0;0;57,14%;42,86%;0
08/06/20;0;16,67%;50,00%;33,33%;0
09/06/20;0;0;50,00%;40,00%;10,00%
10/06/20;8,33%;33,33%;25,00%;33,33%;0
11/06/20;12,50%;12,50%;37,50%;37,50%;0
12/06/20;0;50,00%;33,33%;16,67%;0
13/06/20;0;0;25,00%;50,00%;25,00%
14/06/20;0;40,00%;40,00%;20,00%;0
15/06/20;0;12,50%;25,00%;62,50%;0
16/06/20;22,22%;22,22%;33,33%;11,11%;11,11%
17/06/20;25,00%;25,00%;50,00%;0;0
18/06/20;11,11%;0;44,44%;33,33%;11,11%
19/06/20;10,00%;30,00%;10,00%;40,00%;10,00%
20/06/20;0;50,00%;16,67%;16,67%;16,67%
21/06/20;0;0;60,00%;40,00%;0
22/06/20;14,29%;14,29%;42,86%;14,29%;14,29%
23/06/20;0;0;0;50,00%;50,00%
24/06/20;10,00%;40,00%;30,00%;20,00%;0
25/06/20;16,67%;16,67%;16,67%;50,00%;0
26/06/20;0;37,50%;25,00%;25,00%;12,50%
27/06/20;0;0;100,00%;0;0
28/06/20;0;0;66,67%;33,33%;0
29/06/20;0;0;0;50,00%;50,00%
30/06/20;14,29%;28,57%;42,86%;14,29%;0
01/07/20;20,00%;0;60,00%;20,00%;0
02/07/20;25,00%;0;50,00%;25,00%;0
03/07/20;0;0;0;0;0
04/07/20;20,00%;20,00%;40,00%;20,00%;0
05/07/20;0;0;0;50,00%;50,00%
06/07/20;0;50,00%;50,00%;0;0
07/07/20;50,00%;0;50,00%;0;0
08/07/20;0;66,67%;33,33%;0;0
09/07/20;0;33,33%;66,67%;0;0
10/07/20;0;50,00%;0;50,00%;0
11/07/20;0;0;0;0;0
12/07/20;50,00%;50,00%;0;0;0
13/07/20;0;0;0;100,00%;0
14/07/20;0;0;100,00%;0;0
15/07/20;0;0;33,33%;33,33%;33,33%
16/07/20;33,33%;33,33%;0;33,33%;0
17/07/20;0;0;0;100,00%;0
18/07/20;100,00%;0;0;0;0
19/07/20;0;100,00%;0;0;0
20/07/20;0;0;0;0;0
21/07/20;0;0;40,00%;60,00%;0
22/07/20;20,00%;60,00%;20,00%;0;0
23/07/20;0;33,33%;66,67%;0;0
24/07/20;25,00%;25,00%;25,00%;0;25,00%
25/07/20;0;0;50,00%;50,00%;0
26/07/20;0;66,67%;0;33,33%;0
27/07/20;0;25,00%;50,00%;25,00%;0
28/07/20;20,00%;20,00%;40,00%;0;20,00%
29/07/20;0;20,00%;80,00%;0;0
30/07/20;40,00%;20,00%;40,00%;0;0
31/07/20;0;100,00%;0;0;0
01/08/20;16,67%;16,67%;33,33%;33,33%;0
02/08/20;25,00%;0;0;50,00%;25,00%
03/08/20;0;0;50,00%;50,00%;0
04/08/20;50,00%;10,00%;20,00%;20,00%;0
05/08/20;33,33%;0;33,33%;33,33%;0
06/08/20;0;66,67%;0;33,33%;0
07/08/20;0;25,00%;50,00%;0;25,00%
08/08/20;16,67%;16,67%;50,00%;16,67%;0
09/08/20;0;0;100,00%;0;0
10/08/20;20,00%;0;40,00%;40,00%;0
11/08/20;25,00%;25,00%;50,00%;0;0
12/08/20;0;20,00%;80,00%;0;0
13/08/20;33,33%;16,67%;33,33%;16,67%;0
14/08/20;11,11%;22,22%;44,44%;11,11%;11,11%
15/08/20;16,67%;33,33%;16,67%;16,67%;16,67%
16/08/20;0;25,00%;50,00%;25,00%;0
17/08/20;0;66,67%;33,33%;0;0
18/08/20;20,00%;40,00%;20,00%;20,00%;0
19/08/20;0;66,67%;16,67%;16,67%;0
20/08/20;33,33%;16,67%;50,00%;0;0
21/08/20;50,00%;0;0;50,00%;0
22/08/20;40,00%;0;40,00%;20,00%;0
23/08/20;14,29%;28,57%;42,86%;0;14,29%
24/08/20;20,00%;40,00%;20,00%;20,00%;0
25/08/20;22,22%;33,33%;44,44%;0;0
26/08/20;0;50,00%;37,50%;12,50%;0
27/08/20;0;0;80,00%;20,00%;0
28/08/20;14,29%;28,57%;42,86%;14,29%;0
29/08/20;0;37,50%;50,00%;12,50%;0
30/08/20;6,25%;25,00%;56,25%;12,50%;0
31/08/20;0;42,86%;50,00%;7,14%;0
01/09/20;18,18%;36,36%;45,45%;0;0
02/09/20;7,69%;38,46%;30,77%;15,38%;7,69%
03/09/20;10,00%;20,00%;30,00%;30,00%;10,00%
04/09/20;0;9,09%;54,55%;36,36%;0
05/09/20;0;25,00%;50,00%;25,00%;0
06/09/20;11,11%;33,33%;33,33%;22,22%;0
07/09/20;0;38,46%;53,85%;7,69%;0
08/09/20;25,00%;12,50%;50,00%;0;12,50%
09/09/20;4,00%;36,00%;36,00%;24,00%;0
10/09/20;9,09%;27,27%;54,55%;9,09%;0
11/09/20;0;21,43%;57,14%;21,43%;0
12/09/20;10,53%;26,32%;47,37%;5,26%;10,53%
13/09/20;0;30,00%;50,00%;20,00%;0
14/09/20;5,00%;30,00%;60,00%;5,00%;0
15/09/20;4,17%;16,67%;62,50%;12,50%;4,17%
16/09/20;6,25%;25,00%;43,75%;25,00%;0
17/09/20;7,69%;30,77%;50,00%;11,54%;0
18/09/20;22,22%;0;55,56%;22,22%;0
19/09/20;8,70%;17,39%;56,52%;8,70%;8,70%
20/09/20;0;25,00%;50,00%;18,75%;6,25%
21/09/20;6,25%;18,75%;50,00%;25,00%;0
22/09/20;11,11%;5,56%;61,11%;22,22%;0
23/09/20;12,50%;18,75%;50,00%;18,75%;0
24/09/20;12,50%;16,67%;45,83%;25,00%;0
25/09/20;11,11%;22,22%;44,44%;22,22%;0
26/09/20;5,00%;30,00%;40,00%;20,00%;5,00%
27/09/20;5,00%;25,00%;55,00%;10,00%;5,00%
28/09/20;7,69%;23,08%;50,00%;11,54%;7,69%
29/09/20;0;21,43%;50,00%;21,43%;7,14%
30/09/20;13,04%;21,74%;39,13%;26,09%;0
01/10/20;12,00%;20,00%;52,00%;12,00%;4,00%
02/10/20;16,00%;16,00%;48,00%;16,00%;4,00%
03/10/20;3,13%;15,63%;43,75%;34,38%;3,13%
04/10/20;8,11%;18,92%;45,95%;18,92%;8,11%
05/10/20;0;30,00%;53,33%;16,67%;0
06/10/20;7,50%;17,50%;45,00%;27,50%;2,50%
07/10/20;6,35%;15,87%;50,79%;23,81%;3,17%
08/10/20;6,82%;25,00%;47,73%;18,18%;2,27%
09/10/20;5,00%;21,67%;48,33%;18,33%;6,67%
10/10/20;6,25%;29,17%;50,00%;12,50%;2,08%
11/10/20;4,84%;24,19%;56,45%;12,90%;1,61%
12/10/20;8,70%;20,29%;49,28%;18,84%;2,90%
13/10/20;5,06%;25,32%;51,90%;13,92%;3,80%
14/10/20;6,02%;20,48%;51,81%;20,48%;1,20%
15/10/20;6,03%;24,14%;50,86%;17,24%;1,72%
16/10/20;4,81%;22,12%;46,15%;25,96%;0,96%
17/10/20;4,63%;19,44%;48,15%;20,37%;7,41%
18/10/20;3,20%;23,20%;55,20%;16,00%;2,40%
19/10/20;1,61%;24,19%;56,45%;15,32%;2,42%
20/10/20;3,50%;17,48%;59,44%;16,78%;2,80%
21/10/20;2,13%;21,28%;54,26%;18,09%;4,26%
22/10/20;4,46%;19,75%;54,78%;17,20%;3,82%
23/10/20;2,99%;23,88%;54,73%;16,42%;1,99%
24/10/20;2,16%;17,32%;56,71%;19,91%;3,90%
25/10/20;4,46%;19,31%;54,95%;18,81%;2,48%
26/10/20;7,00%;17,70%;52,26%;19,34%;3,70%
27/10/20;3,98%;21,12%;52,99%;18,73%;3,19%
28/10/20;3,57%;19,64%;53,57%;19,29%;3,93%
29/10/20;1,90%;23,57%;51,71%;20,15%;2,66%
30/10/20;4,96%;20,23%;56,11%;16,41%;2,29%
31/10/20;2,36%;23,57%;53,20%;17,51%;3,37%
01/11/20;2,70%;19,69%;57,53%;18,15%;1,93%
02/11/20;2,70%;20,81%;54,59%;19,46%;2,43%
03/11/20;2,80%;18,77%;59,94%;15,13%;3,36%
04/11/20;2,13%;21,07%;58,13%;16,00%;2,67%
05/11/20;3,19%;18,38%;54,66%;20,34%;3,43%
06/11/20;3,29%;16,71%;54,68%;22,78%;2,53%
07/11/20;2,59%;22,77%;55,04%;16,71%;2,88%
08/11/20;3,38%;16,06%;58,03%;19,44%;3,10%
09/11/20;2,90%;19,26%;53,83%;19,53%;4,49%
10/11/20;2,00%;23,50%;54,75%;15,75%;4,00%
11/11/20;2,93%;21,01%;53,72%;20,21%;2,13%
12/11/20;2,37%;21,05%;55,26%;19,47%;1,84%
13/11/20;3,92%;19,32%;56,66%;17,49%;2,61%
14/11/20;2,37%;19,29%;56,38%;17,51%;4,45%
15/11/20;2,46%;21,54%;54,15%;20,00%;1,85%
16/11/20;2,50%;16,50%;58,25%;18,75%;4,00%
17/11/20;1,53%;19,39%;58,93%;17,35%;2,81%
18/11/20;1,87%;16,82%;54,91%;22,66%;3,74%
19/11/20;3,96%;18,47%;53,03%;19,53%;5,01%
20/11/20;2,85%;15,38%;54,13%;23,08%;4,56%
21/11/20;2,14%;21,07%;54,29%;20,36%;2,14%
22/11/20;1,03%;19,52%;54,11%;20,21%;5,14%
23/11/20;3,02%;17,22%;60,42%;16,92%;2,42%
24/11/20;2,31%;18,44%;57,93%;18,44%;2,88%
25/11/20;3,38%;14,86%;54,73%;21,62%;5,41%
26/11/20;2,98%;15,23%;56,29%;20,86%;4,64%
27/11/20;2,79%;13,59%;59,23%;19,86%;4,53%
28/11/20;2,62%;17,47%;55,02%;20,09%;4,80%
29/11/20;2,44%;14,63%;56,50%;23,17%;3,25%
30/11/20;2,17%;18,70%;49,13%;24,35%;5,65%
01/12/20;3,21%;15,26%;52,21%;23,29%;6,02%
02/12/20;2,40%;13,20%;61,20%;18,40%;4,80%
03/12/20;2,31%;16,92%;55,00%;21,92%;3,85%
04/12/20;2,16%;15,15%;57,58%;19,91%;5,19%
05/12/20;2,79%;20,00%;51,16%;19,53%;6,51%
06/12/20;3,72%;14,89%;54,26%;21,28%;5,85%
07/12/20;5,56%;12,50%;51,85%;24,07%;6,02%
08/12/20;1,89%;16,04%;56,60%;21,23%;4,25%
09/12/20;1,33%;14,22%;58,22%;20,00%;6,22%
10/12/20;2,12%;18,64%;55,08%;21,19%;2,97%
11/12/20;3,17%;12,70%;59,79%;21,16%;3,17%
12/12/20;3,85%;15,38%;52,75%;23,63%;4,40%
13/12/20;2,89%;14,45%;49,71%;26,01%;6,94%
14/12/20;4,98%;15,42%;52,24%;22,89%;4,48%
15/12/20;1,01%;18,18%;54,55%;17,68%;8,59%
16/12/20;1,26%;20,75%;59,12%;15,72%;3,14%
17/12/20;2,06%;17,01%;54,12%;22,68%;4,12%
18/12/20;5,49%;16,46%;54,27%;18,90%;4,88%
19/12/20;5,06%;18,99%;53,80%;19,62%;2,53%
20/12/20;1,89%;13,84%;57,86%;19,50%;6,92%
21/12/20;2,59%;12,95%;55,96%;24,35%;4,15%
22/12/20;3,95%;19,77%;46,89%;25,42%;3,95%
23/12/20;2,35%;14,12%;55,29%;24,12%;4,12%
24/12/20;4,02%;14,94%;56,32%;21,84%;2,87%
25/12/20;2,72%;15,65%;56,46%;20,41%;4,76%
26/12/20;5,23%;18,30%;53,59%;18,30%;4,58%
27/12/20;0,61%;19,39%;53,94%;20,00%;6,06%
28/12/20;0,60%;16,87%;65,66%;13,86%;3,01%
29/12/20;2,60%;16,67%;60,42%;19,27%;1,04%
30/12/20;2,72%;15,76%;60,87%;15,22%;5,43%
31/12/20;6,01%;17,49%;57,38%;16,39%;2,73%
01/01/21;2,63%;18,42%;60,53%;17,76%;0,66%
02/01/21;2,69%;10,22%;61,83%;20,97%;4,30%
03/01/21;2,24%;20,15%;53,73%;18,66%;5,22%
04/01/21;2,02%;16,16%;59,60%;20,71%;1,52%
05/01/21;2,78%;13,33%;58,33%;22,22%;3,33%
06/01/21;0;15,25%;62,71%;20,90%;1,13%
07/01/21;3,11%;14,51%;53,37%;24,87%;4,15%
08/01/21;3,11%;14,51%;61,14%;18,65%;2,59%
09/01/21;2,37%;17,75%;56,21%;20,71%;2,96%
10/01/21;1,69%;15,25%;55,93%;24,86%;2,26%
11/01/21;1,05%;17,37%;60,53%;17,89%;3,16%
12/01/21;2,72%;15,76%;58,15%;20,11%;3,26%
13/01/21;4,24%;16,36%;55,15%;20,00%;4,24%
14/01/21;1,69%;11,80%;56,18%;23,03%;7,30%
15/01/21;1,86%;19,25%;59,01%;16,15%;3,73%
16/01/21;1,90%;15,82%;57,59%;19,62%;5,06%
17/01/21;3,07%;13,50%;57,67%;21,47%;4,29%
18/01/21;2,70%;9,73%;60,00%;25,41%;2,16%
19/01/21;0,64%;17,31%;65,38%;12,82%;3,85%
20/01/21;2,47%;19,14%;59,26%;16,67%;2,47%
21/01/21;0,57%;19,43%;50,29%;26,86%;2,86%
22/01/21;4,05%;20,95%;50,68%;16,89%;7,43%
23/01/21;3,23%;15,48%;61,94%;17,42%;1,94%
24/01/21;2,38%;16,67%;53,17%;25,40%;2,38%
25/01/21;1,70%;17,61%;55,11%;21,02%;4,55%
26/01/21;0,72%;14,49%;64,49%;15,94%;4,35%
27/01/21;2,63%;21,93%;53,51%;18,42%;3,51%
28/01/21;3,95%;13,82%;55,92%;24,34%;1,97%
29/01/21;0,77%;19,23%;50,77%;25,38%;3,85%
30/01/21;1,48%;16,30%;59,26%;19,26%;3,70%
31/01/21;1,61%;20,16%;56,45%;20,16%;1,61%
01/02/21;3,68%;15,34%;60,12%;19,02%;1,84%
02/02/21;2,04%;13,61%;58,50%;23,81%;2,04%
03/02/21;2,21%;20,59%;49,26%;22,79%;5,15%
04/02/21;1,44%;16,55%;61,15%;16,55%;4,32%
05/02/21;4,19%;18,56%;58,08%;16,17%;2,99%
06/02/21;4,90%;20,28%;51,05%;18,18%;5,59%
07/02/21;3,82%;25,19%;51,91%;15,27%;3,82%
08/02/21;0,69%;26,21%;53,79%;16,55%;2,76%
09/02/21;2,60%;21,43%;57,14%;15,58%;3,25%
10/02/21;3,92%;15,03%;56,21%;21,57%;3,27%
11/02/21;0;23,91%;51,45%;21,74%;2,90%
12/02/21;2,40%;20,00%;57,60%;19,20%;0,80%
13/02/21;1,65%;21,49%;54,55%;18,18%;4,13%
14/02/21;3,36%;16,81%;62,18%;15,97%;1,68%
15/02/21;5,13%;16,67%;60,90%;15,38%;1,92%
16/02/21;2,58%;21,94%;53,55%;18,06%;3,87%
17/02/21;1,40%;18,18%;60,84%;16,08%;3,50%
18/02/21;2,86%;23,43%;56,00%;16,57%;1,14%
19/02/21;1,47%;19,85%;59,56%;15,44%;3,68%
20/02/21;1,82%;27,88%;49,09%;20,61%;0,61%
21/02/21;3,75%;31,88%;47,50%;12,50%;4,38%
22/02/21;3,92%;23,53%;54,90%;15,69%;1,96%
23/02/21;2,59%;17,62%;59,59%;17,62%;2,59%
24/02/21;4,55%;21,59%;56,82%;14,77%;2,27%
25/02/21;1,81%;23,08%;63,35%;9,95%;1,81%
26/02/21;4,12%;27,32%;52,06%;13,40%;3,09%
27/02/21;1,06%;26,60%;60,64%;9,04%;2,66%
28/02/21;3,43%;23,43%;60,00%;12,00%;1,14%
01/03/21;2,52%;22,69%;57,14%;15,55%;2,10%
02/03/21;4,73%;20,73%;56,36%;15,27%;2,91%
03/03/21;3,19%;23,11%;56,97%;14,34%;2,39%
04/03/21;3,42%;21,37%;66,24%;8,55%;0,43%
05/03/21;3,33%;25,67%;53,33%;15,33%;2,33%
06/03/21;5,95%;23,05%;57,25%;11,52%;2,23%
07/03/21;3,57%;19,20%;59,38%;14,29%;3,57%
08/03/21;6,57%;26,28%;53,28%;12,41%;1,46%
09/03/21;4,30%;22,19%;61,92%;9,60%;1,99%
10/03/21;3,21%;20,51%;61,22%;14,42%;0,64%
11/03/21;0,78%;23,35%;64,98%;9,34%;1,56%
12/03/21;5,39%;18,26%;59,58%;13,77%;2,99%
13/03/21;1,10%;28,68%;55,88%;12,50%;1,84%
14/03/21;2,58%;20,66%;56,09%;18,08%;2,58%
15/03/21;2,06%;29,79%;53,10%;12,09%;2,95%
16/03/21;2,57%;24,00%;56,57%;15,14%;1,71%
17/03/21;3,40%;23,13%;58,84%;13,61%;1,02%
18/03/21;2,62%;23,28%;58,69%;13,11%;2,30%
19/03/21;3,60%;25,83%;56,46%;12,91%;1,20%
20/03/21;4,95%;21,55%;60,07%;10,95%;2,47%
21/03/21;2,68%;21,46%;63,22%;9,96%;2,68%
22/03/21;1,97%;23,93%;56,72%;15,74%;1,64%
23/03/21;2,02%;20,54%;59,93%;15,49%;2,02%
24/03/21;2,67%;21,37%;62,60%;11,45%;1,91%
25/03/21;1,76%;24,34%;57,18%;14,66%;2,05%
26/03/21;4,22%;25,00%;58,43%;11,14%;1,20%
27/03/21;1,40%;22,81%;56,84%;14,39%;4,56%
28/03/21;3,08%;21,15%;64,23%;8,85%;2,69%
29/03/21;4,27%;21,34%;59,76%;13,11%;1,52%
30/03/21;2,60%;25,32%;60,39%;8,77%;2,92%
31/03/21;3,07%;21,84%;60,92%;12,26%;1,92%
01/04/21;3,80%;24,47%;56,54%;12,66%;2,53%
02/04/21;1,12%;18,28%;69,03%;10,82%;0,75%
03/04/21;1,46%;25,37%;60,00%;11,71%;1,46%
04/04/21;2,62%;26,70%;64,92%;5,24%;0,52%
05/04/21;2,79%;26,26%;62,57%;8,38%;0
06/04/21;2,22%;28,44%;55,11%;12,89%;1,33%
07/04/21;2,93%;23,90%;66,83%;5,85%;0,49%
08/04/21;2,58%;27,32%;60,82%;7,73%;1,55%
09/04/21;3,43%;25,14%;62,29%;6,86%;2,29%
10/04/21;1,14%;25,71%;70,29%;2,86%;0
11/04/21;3,08%;24,62%;62,31%;7,69%;2,31%
12/04/21;4,85%;18,79%;69,09%;7,27%;0
13/04/21;5,08%;27,12%;58,19%;9,04%;0,56%
14/04/21;1,32%;17,22%;70,20%;11,26%;0
15/04/21;3,76%;24,06%;64,66%;6,77%;0,75%
16/04/21;3,42%;18,49%;67,12%;10,27%;0,68%
17/04/21;1,83%;25,69%;66,06%;5,50%;0,92%
18/04/21;3,96%;21,78%;69,31%;4,95%;0
19/04/21;4,55%;18,94%;66,67%;9,85%;0
20/04/21;3,25%;21,43%;68,18%;4,55%;2,60%
21/04/21;5,56%;25,40%;64,29%;3,97%;0,79%
22/04/21;1,67%;22,50%;68,33%;6,67%;0,83%
23/04/21;3,57%;26,79%;62,50%;7,14%;0
24/04/21;4,39%;28,07%;58,77%;8,77%;0
25/04/21;5,94%;28,71%;59,41%;4,95%;0,99%
26/04/21;2,21%;24,26%;66,18%;6,62%;0,74%
27/04/21;1,65%;17,36%;73,55%;7,44%;0
28/04/21;3,54%;19,47%;69,03%;6,19%;1,77%
29/04/21;3,48%;26,09%;59,13%;8,70%;2,61%
30/04/21;2,70%;14,41%;78,38%;3,60%;0,90%
01/05/21;3,23%;23,66%;65,59%;7,53%;0
02/05/21;6,82%;20,45%;64,77%;6,82%;1,14%
03/05/21;3,42%;17,95%;71,79%;6,84%;0
04/05/21;2,34%;26,56%;64,06%;5,47%;1,56%
05/05/21;5,26%;32,63%;56,84%;5,26%;0
06/05/21;1,18%;28,24%;64,71%;4,71%;1,18%
07/05/21;3,41%;27,27%;63,64%;5,68%;0
08/05/21;5,88%;23,53%;58,82%;8,82%;2,94%
09/05/21;3,03%;27,27%;62,12%;6,06%;1,52%
10/05/21;3,85%;25,64%;62,82%;6,41%;1,28%
11/05/21;6,45%;20,97%;66,13%;6,45%;0
12/05/21;8,47%;33,90%;50,85%;6,78%;0
13/05/21;6,25%;21,88%;67,19%;3,13%;1,56%
14/05/21;4,84%;25,81%;62,90%;4,84%;1,61%
15/05/21;1,64%;34,43%;54,10%;9,84%;0
16/05/21;0;37,14%;54,29%;5,71%;2,86%
17/05/21;3,85%;15,38%;75,00%;5,77%;0
18/05/21;1,96%;27,45%;64,71%;5,88%;0
19/05/21;9,62%;23,08%;63,46%;3,85%;0
20/05/21;5,26%;23,68%;57,89%;13,16%;0
21/05/21;3,57%;32,14%;58,93%;5,36%;0
22/05/21;9,30%;18,60%;67,44%;2,33%;2,33%
23/05/21;3,57%;14,29%;75,00%;7,14%;0
24/05/21;3,03%;30,30%;57,58%;9,09%;0
25/05/21;3,03%;27,27%;63,64%;6,06%;0
26/05/21;15,00%;12,50%;70,00%;2,50%;0
27/05/21;0;50,00%;45,45%;0;4,55%
28/05/21;0;36,00%;44,00%;20,00%;0
29/05/21;10,00%;40,00%;50,00%;0;0
30/05/21;0;25,93%;70,37%;3,70%;0
31/05/21;6,45%;9,68%;74,19%;9,68%;0
01/06/21;7,69%;26,92%;42,31%;23,08%;0
02/06/21;4,76%;47,62%;38,10%;9,52%;0
03/06/21;12,50%;25,00%;50,00%;12,50%;0
04/06/21;4,17%;29,17%;50,00%;12,50%;4,17%
05/06/21;9,52%;28,57%;52,38%;4,76%;4,76%
06/06/21;0;15,38%;61,54%;23,08%;0
07/06/21;5,88%;35,29%;41,18%;17,65%;0
08/06/21;0;52,94%;47,06%;0;0
09/06/21;15,79%;42,11%;26,32%;15,79%;0
10/06/21;18,18%;9,09%;54,55%;0;18,18%
11/06/21;21,43%;28,57%;35,71%;14,29%;0
12/06/21;23,08%;23,08%;30,77%;23,08%;0
13/06/21;9,09%;54,55%;36,36%;0;0
14/06/21;22,22%;22,22%;44,44%;11,11%;0
15/06/21;4,17%;25,00%;45,83%;12,50%;12,50%
16/06/21;0;38,46%;46,15%;15,38%;0
17/06/21;12,50%;50,00%;12,50%;12,50%;12,50%
