"flu_season","year_week","number_healthcare_workers","numbers_cases","pop","incidence","pop_age_0-4","cases_age_0-4","incidence_age_0-4","pop_age_5-14","cases_age_5-14","incidence_age_5-14","pop_age_15-64","cases_age_15-64","incidence_age_15-64","pop_age_65-plus","cases_age_65-plus","incidence_age_65-plus","number_samples","number_detections_FLU-A","number_detections_A","number_detections_A-H3N2","number_detections_A-H1N1-pdm09","number_detections_FLU-B","number_positive_SARS-CoV-2"
"2003-2004","2003-42",776,357,1000656,0.36,60552,43,0.71,124369,48,0.39,624850,206,0.33,190885,60,0.31,NA,NA,NA,NA,NA,NA,NA
"2003-2004","2003-43",824,500,1066723,0.47,63246,61,0.96,130992,66,0.5,668897,299,0.45,203588,74,0.36,NA,NA,NA,NA,NA,NA,NA
"2003-2004","2003-44",887,597,1150866,0.52,67190,72,1.07,140176,76,0.54,724178,354,0.49,219322,95,0.43,NA,NA,NA,NA,NA,NA,NA
"2003-2004","2003-45",922,723,1204797,0.6,67698,90,1.33,144237,98,0.68,760942,431,0.57,231920,104,0.45,NA,NA,NA,NA,NA,NA,NA
"2003-2004","2003-46",955,742,1251026,0.59,69826,90,1.29,148325,95,0.64,792406,438,0.55,240469,119,0.49,NA,NA,NA,NA,NA,NA,NA
"2003-2004","2003-47",952,866,1244433,0.7,70630,113,1.6,149176,119,0.8,785088,523,0.67,239539,111,0.46,NA,NA,NA,NA,NA,NA,NA
"2003-2004","2003-48",956,805,1250648,0.64,70893,108,1.52,149869,125,0.83,789786,488,0.62,240100,84,0.35,NA,NA,NA,NA,NA,NA,NA
"2003-2004","2003-49",949,990,1242983,0.8,69728,142,2.04,147142,175,1.19,786028,562,0.71,240085,111,0.46,NA,NA,NA,NA,NA,NA,NA
"2003-2004","2003-50",960,1238,1256363,0.99,69854,207,2.96,148522,211,1.42,796545,690,0.87,241442,130,0.54,NA,NA,NA,NA,NA,NA,NA
"2003-2004","2003-51",949,1615,1242043,1.3,69775,225,3.22,146986,293,1.99,786760,898,1.14,238522,199,0.83,NA,NA,NA,NA,NA,NA,NA
"2003-2004","2003-52",922,1589,1207104,1.32,66498,208,3.13,140657,313,2.23,766001,880,1.15,233948,188,0.8,NA,NA,NA,NA,NA,NA,NA
"2003-2004","2004-01",917,2058,1202319,1.71,64167,169,2.63,138457,308,2.22,767556,1297,1.69,232139,284,1.22,NA,NA,NA,NA,NA,NA,NA
"2003-2004","2004-02",940,2670,1227765,2.17,68036,240,3.53,144499,353,2.44,779243,1755,2.25,235987,322,1.36,NA,NA,NA,NA,NA,NA,NA
"2003-2004","2004-03",950,3512,1243420,2.82,68895,440,6.39,146349,586,4,788509,2092,2.65,239667,394,1.64,NA,NA,NA,NA,NA,NA,NA
"2003-2004","2004-04",947,4543,1237574,3.67,69575,805,11.57,147078,945,6.43,784420,2391,3.05,236501,402,1.7,NA,NA,NA,NA,NA,NA,NA
"2003-2004","2004-05",947,5440,1236811,4.4,68181,851,12.48,145941,1225,8.39,784564,2925,3.73,238125,439,1.84,NA,NA,NA,NA,NA,NA,NA
"2003-2004","2004-06",951,5988,1240307,4.83,69397,968,13.95,147342,1340,9.09,785714,3172,4.04,237854,508,2.14,NA,NA,NA,NA,NA,NA,NA
"2003-2004","2004-07",934,5809,1222902,4.75,66420,963,14.5,141905,1283,9.04,778672,3005,3.86,235905,558,2.37,NA,NA,NA,NA,NA,NA,NA
"2003-2004","2004-08",932,5618,1215472,4.62,68480,878,12.82,145206,1272,8.76,768755,2960,3.85,233031,508,2.18,NA,NA,NA,NA,NA,NA,NA
"2003-2004","2004-09",919,4793,1197005,4,67357,718,10.66,143483,1099,7.66,757337,2521,3.33,228828,455,1.99,NA,NA,NA,NA,NA,NA,NA
"2003-2004","2004-10",919,4267,1198232,3.56,66184,612,9.25,142221,1051,7.39,760293,2200,2.89,229534,404,1.76,NA,NA,NA,NA,NA,NA,NA
"2003-2004","2004-11",916,3922,1191925,3.29,66033,614,9.3,141839,976,6.88,755914,2018,2.67,228139,314,1.38,NA,NA,NA,NA,NA,NA,NA
"2003-2004","2004-12",899,3205,1168862,2.74,66678,434,6.51,140349,914,6.51,737824,1566,2.12,224011,291,1.3,NA,NA,NA,NA,NA,NA,NA
"2003-2004","2004-13",877,2458,1144868,2.15,65752,391,5.95,138354,761,5.5,722765,1124,1.56,217997,182,0.83,NA,NA,NA,NA,NA,NA,NA
"2003-2004","2004-14",850,1870,1110636,1.68,63431,259,4.08,133216,572,4.29,701362,911,1.3,212627,128,0.6,NA,NA,NA,NA,NA,NA,NA
"2003-2004","2004-15",818,1285,1067732,1.2,60200,159,2.64,128768,370,2.87,675375,649,0.96,203389,107,0.53,NA,NA,NA,NA,NA,NA,NA
"2003-2004","2004-16",778,782,1016345,0.77,55831,96,1.72,120664,196,1.62,645241,405,0.63,194609,85,0.44,NA,NA,NA,NA,NA,NA,NA
"2003-2004","2004-17",695,539,901833,0.6,49767,74,1.49,107274,124,1.16,570423,273,0.48,174369,68,0.39,NA,NA,NA,NA,NA,NA,NA
"2004-2005","2004-42",650,210,845492,0.25,50056,40,0.8,101365,28,0.28,530787,109,0.21,163284,33,0.2,NA,NA,NA,NA,NA,NA,NA
"2004-2005","2004-43",697,332,907066,0.37,54252,67,1.23,110099,74,0.67,568037,158,0.28,174678,33,0.19,NA,NA,NA,NA,NA,NA,NA
"2004-2005","2004-44",755,284,985895,0.29,57434,51,0.89,118497,45,0.38,619812,159,0.26,190152,29,0.15,NA,NA,NA,NA,NA,NA,NA
"2004-2005","2004-45",809,386,1054900,0.37,61081,60,0.98,127790,73,0.57,662601,203,0.31,203428,50,0.25,NA,NA,NA,NA,NA,NA,NA
"2004-2005","2004-46",842,508,1095060,0.46,64379,64,0.99,133844,86,0.64,685807,278,0.41,211030,80,0.38,NA,NA,NA,NA,NA,NA,NA
"2004-2005","2004-47",863,715,1118847,0.64,65920,107,1.62,136687,122,0.89,700633,395,0.56,215607,91,0.42,NA,NA,NA,NA,NA,NA,NA
"2004-2005","2004-48",870,739,1128794,0.65,66429,90,1.35,138889,131,0.94,705692,431,0.61,217784,87,0.4,NA,NA,NA,NA,NA,NA,NA
"2004-2005","2004-49",862,869,1118415,0.78,64629,142,2.2,136480,135,0.99,700761,500,0.71,216545,92,0.42,NA,NA,NA,NA,NA,NA,NA
"2004-2005","2004-50",876,956,1135350,0.84,65726,153,2.33,137893,175,1.27,713189,517,0.72,218542,111,0.51,NA,NA,NA,NA,NA,NA,NA
"2004-2005","2004-51",872,1402,1130134,1.24,64968,202,3.11,137972,299,2.17,708896,734,1.04,218298,167,0.77,NA,NA,NA,NA,NA,NA,NA
"2004-2005","2004-52",859,1989,1116857,1.78,62685,288,4.59,132539,456,3.44,703559,1020,1.45,218074,225,1.03,NA,NA,NA,NA,NA,NA,NA
"2004-2005","2004-53",851,3195,1102496,2.9,65918,421,6.39,134826,559,4.15,689369,1735,2.52,212383,480,2.26,NA,NA,NA,NA,NA,NA,NA
"2004-2005","2005-01",859,3901,1116650,3.49,65114,411,6.31,133957,545,4.07,702112,2369,3.37,215467,576,2.67,NA,NA,NA,NA,NA,NA,NA
"2004-2005","2005-02",876,5749,1135002,5.07,67038,603,8.99,138490,1005,7.26,710822,3394,4.77,218652,747,3.42,NA,NA,NA,NA,NA,NA,NA
"2004-2005","2005-03",871,8926,1131789,7.89,65986,1175,17.81,137168,2209,16.1,709956,4295,6.05,218679,1247,5.7,NA,NA,NA,NA,NA,NA,NA
"2004-2005","2005-04",870,12797,1128454,11.34,65935,1527,23.16,136678,3453,25.26,708184,6362,8.98,217657,1455,6.68,NA,NA,NA,NA,NA,NA,NA
"2004-2005","2005-05",863,15388,1120885,13.73,64730,1770,27.34,135412,4032,29.78,704100,7820,11.11,216643,1766,8.15,NA,NA,NA,NA,NA,NA,NA
"2004-2005","2005-06",867,16370,1122150,14.59,64409,1933,30.01,134464,3867,28.76,704953,8725,12.38,218324,1845,8.45,NA,NA,NA,NA,NA,NA,NA
"2004-2005","2005-07",852,14026,1103065,12.72,63394,1768,27.89,132760,3288,24.77,693348,7131,10.28,213563,1839,8.61,NA,NA,NA,NA,NA,NA,NA
"2004-2005","2005-08",842,10361,1089376,9.51,63338,1332,21.03,131808,2513,19.07,683047,5278,7.73,211183,1238,5.86,NA,NA,NA,NA,NA,NA,NA
"2004-2005","2005-09",813,7253,1050834,6.9,62660,954,15.23,129638,1765,13.61,656931,3583,5.45,201605,951,4.72,NA,NA,NA,NA,NA,NA,NA
"2004-2005","2005-10",801,5147,1039688,4.95,59830,711,11.88,126082,1236,9.8,652276,2501,3.83,201500,699,3.47,NA,NA,NA,NA,NA,NA,NA
"2004-2005","2005-11",731,3249,949596,3.42,52898,417,7.88,110840,662,5.97,599378,1658,2.77,186480,512,2.75,NA,NA,NA,NA,NA,NA,NA
"2004-2005","2005-12",728,1940,945662,2.05,53592,258,4.81,113473,367,3.23,594895,1021,1.72,183702,294,1.6,NA,NA,NA,NA,NA,NA,NA
"2004-2005","2005-13",709,1099,924574,1.19,51987,139,2.67,109096,174,1.59,583778,565,0.97,179713,221,1.23,NA,NA,NA,NA,NA,NA,NA
"2004-2005","2005-14",674,789,874554,0.9,52331,98,1.87,106443,104,0.98,546157,416,0.76,169623,171,1.01,NA,NA,NA,NA,NA,NA,NA
"2004-2005","2005-15",622,530,813623,0.65,48872,68,1.39,98480,71,0.72,508416,329,0.65,157855,62,0.39,NA,NA,NA,NA,NA,NA,NA
"2004-2005","2005-16",419,261,543499,0.48,31214,48,1.54,63492,39,0.61,342131,158,0.46,106662,16,0.15,NA,NA,NA,NA,NA,NA,NA
"2005-2006","2005-42",835,276,1070858,0.26,67212,40,0.6,138193,44,0.32,658030,160,0.24,207423,32,0.15,NA,NA,NA,NA,NA,NA,NA
"2005-2006","2005-43",861,311,1110383,0.28,66330,37,0.56,137933,51,0.37,689835,178,0.26,216285,45,0.21,NA,NA,NA,NA,NA,NA,NA
"2005-2006","2005-44",904,361,1166611,0.31,69358,51,0.74,145478,49,0.34,723565,211,0.29,228210,50,0.22,NA,NA,NA,NA,NA,NA,NA
"2005-2006","2005-45",907,431,1170176,0.37,69165,65,0.94,144888,61,0.42,725643,264,0.36,230480,41,0.18,NA,NA,NA,NA,NA,NA,NA
"2005-2006","2005-46",908,567,1169337,0.48,70064,88,1.26,146415,102,0.7,722665,312,0.43,230193,65,0.28,NA,NA,NA,NA,NA,NA,NA
"2005-2006","2005-47",932,786,1205935,0.65,70672,115,1.63,148324,117,0.79,749131,469,0.63,237808,85,0.36,NA,NA,NA,NA,NA,NA,NA
"2005-2006","2005-48",921,869,1193932,0.73,69501,139,2,146162,144,0.99,741404,483,0.65,236865,103,0.43,NA,NA,NA,NA,NA,NA,NA
"2005-2006","2005-49",943,884,1219439,0.72,72046,154,2.14,151584,170,1.12,755761,482,0.64,240048,78,0.32,NA,NA,NA,NA,NA,NA,NA
"2005-2006","2005-50",936,1102,1213338,0.91,72520,167,2.3,151726,198,1.3,750130,612,0.82,238962,125,0.52,NA,NA,NA,NA,NA,NA,NA
"2005-2006","2005-51",921,1229,1198878,1.03,68011,215,3.16,147544,231,1.57,745192,664,0.89,238131,119,0.5,NA,NA,NA,NA,NA,NA,NA
"2005-2006","2005-52",909,1398,1173595,1.19,69340,236,3.4,147165,239,1.62,725513,744,1.03,231577,179,0.77,NA,NA,NA,NA,NA,NA,NA
"2005-2006","2006-01",922,1529,1195086,1.28,69327,205,2.96,146255,267,1.83,742299,856,1.15,237205,201,0.85,NA,NA,NA,NA,NA,NA,NA
"2005-2006","2006-02",940,1892,1214098,1.56,71149,192,2.7,149717,261,1.74,752891,1226,1.63,240341,213,0.89,NA,NA,NA,NA,NA,NA,NA
"2005-2006","2006-03",943,2230,1218285,1.83,71856,302,4.2,151320,388,2.56,754275,1285,1.7,240834,255,1.06,NA,NA,NA,NA,NA,NA,NA
"2005-2006","2006-04",938,2489,1215707,2.05,70849,420,5.93,148100,472,3.19,755386,1336,1.77,241372,261,1.08,NA,NA,NA,NA,NA,NA,NA
"2005-2006","2006-05",930,2773,1207067,2.3,69348,494,7.12,146849,647,4.41,750884,1371,1.83,239986,261,1.09,NA,NA,NA,NA,NA,NA,NA
"2005-2006","2006-06",938,2970,1212493,2.45,71060,552,7.77,148682,651,4.38,751861,1489,1.98,240890,278,1.15,NA,NA,NA,NA,NA,NA,NA
"2005-2006","2006-07",933,3029,1206890,2.51,70062,503,7.18,146976,661,4.5,749582,1574,2.1,240270,291,1.21,NA,NA,NA,NA,NA,NA,NA
"2005-2006","2006-08",924,3091,1196278,2.58,69993,562,8.03,147074,791,5.38,741953,1460,1.97,237258,278,1.17,NA,NA,NA,NA,NA,NA,NA
"2005-2006","2006-09",901,3029,1166752,2.6,66864,570,8.52,140731,724,5.14,726081,1481,2.04,233076,254,1.09,NA,NA,NA,NA,NA,NA,NA
"2005-2006","2006-10",906,2951,1171636,2.52,67141,492,7.33,141876,872,6.15,729308,1381,1.89,233311,206,0.88,NA,NA,NA,NA,NA,NA,NA
"2005-2006","2006-11",893,3102,1157701,2.68,65772,532,8.09,139601,983,7.04,721479,1361,1.89,230849,226,0.98,NA,NA,NA,NA,NA,NA,NA
"2005-2006","2006-12",880,3089,1142725,2.7,63766,529,8.3,136794,1013,7.41,712878,1333,1.87,229287,214,0.93,NA,NA,NA,NA,NA,NA,NA
"2005-2006","2006-13",855,2491,1108213,2.25,62670,431,6.88,134146,878,6.55,689070,1021,1.48,222327,161,0.72,NA,NA,NA,NA,NA,NA,NA
"2005-2006","2006-14",820,1846,1063264,1.74,60368,307,5.09,130086,665,5.11,661847,761,1.15,210963,113,0.54,NA,NA,NA,NA,NA,NA,NA
"2005-2006","2006-15",743,1104,967359,1.14,52715,229,4.34,113508,365,3.22,607175,453,0.75,193961,57,0.29,NA,NA,NA,NA,NA,NA,NA
"2005-2006","2006-16",692,668,899141,0.74,46944,129,2.75,104071,205,1.97,570036,271,0.48,178090,63,0.35,NA,NA,NA,NA,NA,NA,NA
"2005-2006","2006-17",598,382,791858,0.48,39863,66,1.66,89301,120,1.34,502371,173,0.34,160323,23,0.14,NA,NA,NA,NA,NA,NA,NA
"2006-2007","2006-42",648,216,839158,0.26,51835,37,0.71,102959,41,0.4,517666,126,0.24,166698,12,0.07,NA,NA,NA,NA,NA,NA,NA
"2006-2007","2006-43",728,257,940408,0.27,59022,36,0.61,116931,47,0.4,577968,132,0.23,186487,42,0.23,NA,NA,NA,NA,NA,NA,NA
"2006-2007","2006-44",786,264,1018516,0.26,62682,35,0.56,125363,42,0.34,628684,139,0.22,201787,48,0.24,NA,NA,NA,NA,NA,NA,NA
"2006-2007","2006-45",856,482,1112240,0.43,67877,68,1,136640,71,0.52,688677,268,0.39,219046,75,0.34,NA,NA,NA,NA,NA,NA,NA
"2006-2007","2006-46",871,576,1128853,0.51,69186,97,1.4,138125,100,0.72,698096,294,0.42,223446,85,0.38,NA,NA,NA,NA,NA,NA,NA
"2006-2007","2006-47",879,599,1139219,0.53,69851,103,1.47,139663,113,0.81,704022,294,0.42,225683,89,0.39,NA,NA,NA,NA,NA,NA,NA
"2006-2007","2006-48",893,683,1157608,0.59,71539,122,1.71,142777,141,0.99,714675,342,0.48,228617,78,0.34,NA,NA,NA,NA,NA,NA,NA
"2006-2007","2006-49",890,751,1155228,0.65,70660,125,1.77,140718,149,1.06,715045,373,0.52,228805,104,0.45,NA,NA,NA,NA,NA,NA,NA
"2006-2007","2006-50",878,1022,1141139,0.9,70294,195,2.77,139662,175,1.25,705366,521,0.74,225817,131,0.58,NA,NA,NA,NA,NA,NA,NA
"2006-2007","2006-51",846,1221,1101079,1.11,67194,245,3.65,133957,259,1.93,681364,566,0.83,218564,151,0.69,NA,NA,NA,NA,NA,NA,NA
"2006-2007","2006-52",846,1783,1098249,1.62,66726,353,5.29,133863,363,2.71,680464,850,1.25,217196,217,1,NA,NA,NA,NA,NA,NA,NA
"2006-2007","2007-01",881,2069,1143863,1.81,68450,298,4.35,138304,338,2.44,710399,1169,1.65,226710,264,1.16,NA,NA,NA,NA,NA,NA,NA
"2006-2007","2007-02",896,2599,1162870,2.23,70343,335,4.76,140988,437,3.1,720948,1536,2.13,230591,291,1.26,NA,NA,NA,NA,NA,NA,NA
"2006-2007","2007-03",902,3639,1171110,3.11,70797,727,10.27,143040,924,6.46,725338,1719,2.37,231935,269,1.16,NA,NA,NA,NA,NA,NA,NA
"2006-2007","2007-04",896,5436,1164898,4.67,69517,1165,16.76,140697,1552,11.03,723060,2322,3.21,231624,397,1.71,NA,NA,NA,NA,NA,NA,NA
"2006-2007","2007-05",895,7210,1160725,6.21,70095,1371,19.56,140652,2095,14.89,719488,3284,4.56,230490,460,2,NA,NA,NA,NA,NA,NA,NA
"2006-2007","2007-06",897,8830,1165694,7.57,70261,1594,22.69,140822,2448,17.38,723288,4191,5.79,231323,597,2.58,NA,NA,NA,NA,NA,NA,NA
"2006-2007","2007-07",876,8729,1134904,7.69,68784,1646,23.93,137875,2390,17.33,703445,4098,5.83,224800,595,2.65,NA,NA,NA,NA,NA,NA,NA
"2006-2007","2007-08",874,7335,1132554,6.48,67849,1426,21.02,137319,1947,14.18,702049,3443,4.9,225337,519,2.3,NA,NA,NA,NA,NA,NA,NA
"2006-2007","2007-09",867,5202,1123879,4.63,68345,980,14.34,137179,1358,9.9,694920,2481,3.57,223435,383,1.71,NA,NA,NA,NA,NA,NA,NA
"2006-2007","2007-10",852,3424,1100967,3.11,66668,620,9.3,134331,834,6.21,681988,1675,2.46,217980,295,1.35,NA,NA,NA,NA,NA,NA,NA
"2006-2007","2007-11",830,2417,1076824,2.24,64592,453,7.01,130137,594,4.56,668579,1166,1.74,213516,204,0.96,NA,NA,NA,NA,NA,NA,NA
"2006-2007","2007-12",813,1886,1056618,1.78,62493,373,5.97,127521,462,3.62,655249,885,1.35,211355,166,0.79,NA,NA,NA,NA,NA,NA,NA
"2006-2007","2007-13",806,1421,1047465,1.36,60894,262,4.3,124301,328,2.64,652075,723,1.11,210195,108,0.51,NA,NA,NA,NA,NA,NA,NA
"2006-2007","2007-14",758,906,985213,0.92,56441,158,2.8,114510,191,1.67,616710,485,0.79,197552,72,0.36,NA,NA,NA,NA,NA,NA,NA
"2006-2007","2007-15",742,689,965529,0.71,56816,134,2.36,113822,139,1.22,602059,349,0.58,192832,67,0.35,NA,NA,NA,NA,NA,NA,NA
"2006-2007","2007-16",719,518,933995,0.55,55421,116,2.09,111333,111,1,580421,239,0.41,186820,52,0.28,NA,NA,NA,NA,NA,NA,NA
"2006-2007","2007-17",664,268,867269,0.31,49762,54,1.09,98420,67,0.68,543972,114,0.21,175115,33,0.19,NA,NA,NA,NA,NA,NA,NA
"2007-2008","2007-42",822,209,1075194,0.19,64169,30,0.47,129981,19,0.15,666481,126,0.19,214563,34,0.16,NA,NA,NA,NA,NA,NA,NA
"2007-2008","2007-43",839,353,1112987,0.32,65623,44,0.67,133821,54,0.4,691445,209,0.3,222098,46,0.21,NA,NA,NA,NA,NA,NA,NA
"2007-2008","2007-44",857,290,1133791,0.26,66954,37,0.55,136386,39,0.29,704275,158,0.22,226176,56,0.25,NA,NA,NA,NA,NA,NA,NA
"2007-2008","2007-45",885,477,1172206,0.41,69957,91,1.3,142702,79,0.55,726430,249,0.34,233117,58,0.25,NA,NA,NA,NA,NA,NA,NA
"2007-2008","2007-46",899,608,1191998,0.51,69756,98,1.4,142611,101,0.71,740577,328,0.44,239054,81,0.34,NA,NA,NA,NA,NA,NA,NA
"2007-2008","2007-47",914,729,1197422,0.61,71311,118,1.65,143526,127,0.88,743373,394,0.53,239212,90,0.38,NA,NA,NA,NA,NA,NA,NA
"2007-2008","2007-48",885,914,1157504,0.79,71020,149,2.1,143171,171,1.19,714527,483,0.68,228786,111,0.49,NA,NA,NA,NA,NA,NA,NA
"2007-2008","2007-49",922,1079,1206693,0.89,72786,165,2.27,147324,195,1.32,746894,598,0.8,239689,121,0.5,NA,NA,NA,NA,NA,NA,NA
"2007-2008","2007-50",916,1444,1198903,1.2,71920,235,3.27,145566,263,1.81,742277,789,1.06,239140,157,0.66,NA,NA,NA,NA,NA,NA,NA
"2007-2008","2007-51",903,2224,1175626,1.89,72095,334,4.63,143142,508,3.55,728036,1187,1.63,232353,195,0.84,NA,NA,NA,NA,NA,NA,NA
"2007-2008","2007-52",812,3126,1070366,2.92,61951,364,5.88,126398,603,4.77,666387,1866,2.8,215630,293,1.36,NA,NA,NA,NA,NA,NA,NA
"2007-2008","2008-01",913,5468,1198250,4.56,71783,548,7.63,144485,830,5.74,743483,3569,4.8,238499,521,2.18,NA,NA,NA,NA,NA,NA,NA
"2007-2008","2008-02",940,7390,1234887,5.98,72184,853,11.82,146368,1241,8.48,769790,4627,6.01,246545,669,2.71,NA,NA,NA,NA,NA,NA,NA
"2007-2008","2008-03",936,8017,1225495,6.54,74520,1473,19.77,150663,1983,13.16,758265,3960,5.22,242047,601,2.48,NA,NA,NA,NA,NA,NA,NA
"2007-2008","2008-04",914,8346,1200731,6.95,71963,1596,22.18,145479,2392,16.44,746098,3799,5.09,237191,559,2.36,NA,NA,NA,NA,NA,NA,NA
"2007-2008","2008-05",917,8701,1206563,7.21,71273,1643,23.05,145168,2535,17.46,751043,3925,5.23,239079,598,2.5,NA,NA,NA,NA,NA,NA,NA
"2007-2008","2008-06",909,8287,1192437,6.95,69443,1566,22.55,140989,2449,17.37,744158,3664,4.92,237847,608,2.56,NA,NA,NA,NA,NA,NA,NA
"2007-2008","2008-07",905,7839,1185316,6.61,71063,1350,19,142156,2153,15.15,737231,3736,5.07,234866,600,2.55,NA,NA,NA,NA,NA,NA,NA
"2007-2008","2008-08",895,7421,1174934,6.32,69558,1184,17.02,138936,2004,14.42,732264,3664,5,234176,569,2.43,NA,NA,NA,NA,NA,NA,NA
"2007-2008","2008-09",887,6555,1165703,5.62,68834,1084,15.75,138103,1723,12.48,727147,3223,4.43,231619,525,2.27,NA,NA,NA,NA,NA,NA,NA
"2007-2008","2008-10",872,4705,1140119,4.13,67990,742,10.91,135699,1224,9.02,710849,2324,3.27,225581,415,1.84,NA,NA,NA,NA,NA,NA,NA
"2007-2008","2008-11",826,2978,1082848,2.75,63184,459,7.26,127397,733,5.75,676092,1528,2.26,216175,258,1.19,NA,NA,NA,NA,NA,NA,NA
"2007-2008","2008-12",793,2009,1045931,1.92,59443,286,4.81,117970,459,3.89,657930,1055,1.6,210588,209,0.99,NA,NA,NA,NA,NA,NA,NA
"2007-2008","2008-13",787,1390,1040374,1.34,58424,192,3.29,116630,262,2.25,655639,779,1.19,209681,157,0.75,NA,NA,NA,NA,NA,NA,NA
"2007-2008","2008-14",759,966,999892,0.97,57341,128,2.23,113985,162,1.42,628134,548,0.87,200432,128,0.64,NA,NA,NA,NA,NA,NA,NA
"2007-2008","2008-15",711,644,941501,0.68,52677,81,1.54,105108,101,0.96,593877,377,0.63,189839,85,0.45,NA,NA,NA,NA,NA,NA,NA
"2007-2008","2008-16",622,394,827900,0.48,44056,59,1.34,89412,49,0.55,526642,239,0.45,167790,47,0.28,NA,NA,NA,NA,NA,NA,NA
"2007-2008","2008-17",433,176,568094,0.31,30898,27,0.87,63080,23,0.36,358056,110,0.31,116060,16,0.14,NA,NA,NA,NA,NA,NA,NA
"2008-2009","2008-42",846,309,1098775,0.28,66354,25,0.38,133471,41,0.31,681075,181,0.27,217875,62,0.28,NA,NA,NA,NA,NA,NA,NA
"2008-2009","2008-43",859,302,1120921,0.27,67414,22,0.33,136870,55,0.4,694467,171,0.25,222170,54,0.24,NA,NA,NA,NA,NA,NA,NA
"2008-2009","2008-44",895,380,1169369,0.32,68825,48,0.7,140717,33,0.23,727582,217,0.3,232245,82,0.35,NA,NA,NA,NA,NA,NA,NA
"2008-2009","2008-45",913,510,1187706,0.43,73275,78,1.06,148402,84,0.57,731950,256,0.35,234079,92,0.39,NA,NA,NA,NA,NA,NA,NA
"2008-2009","2008-46",901,566,1170373,0.48,71818,82,1.14,146304,95,0.65,721281,290,0.4,230970,99,0.43,NA,NA,NA,NA,NA,NA,NA
"2008-2009","2008-47",923,740,1199961,0.62,72644,121,1.67,148447,130,0.88,741688,382,0.52,237182,107,0.45,NA,NA,NA,NA,NA,NA,NA
"2008-2009","2008-48",932,930,1215980,0.76,72512,113,1.56,147952,165,1.12,753992,520,0.69,241524,132,0.55,NA,NA,NA,NA,NA,NA,NA
"2008-2009","2008-49",930,1078,1212677,0.89,73370,154,2.1,148309,209,1.41,750832,578,0.77,240166,137,0.57,NA,NA,NA,NA,NA,NA,NA
"2008-2009","2008-50",937,1400,1220694,1.15,74578,208,2.79,151008,253,1.68,753406,764,1.01,241702,175,0.72,NA,NA,NA,NA,NA,NA,NA
"2008-2009","2008-51",926,1886,1207894,1.56,72835,271,3.72,147440,395,2.68,746537,1037,1.39,241082,183,0.76,NA,NA,NA,NA,NA,NA,NA
"2008-2009","2008-52",899,2350,1174447,2,70511,337,4.78,142975,521,3.64,726209,1254,1.73,234752,238,1.01,NA,NA,NA,NA,NA,NA,NA
"2008-2009","2009-01",921,3823,1202722,3.18,70053,411,5.87,142085,606,4.27,749814,2309,3.08,240770,497,2.06,NA,NA,NA,NA,NA,NA,NA
"2008-2009","2009-02",948,5446,1236473,4.4,73961,542,7.33,150693,847,5.62,766539,3492,4.56,245280,565,2.3,NA,NA,NA,NA,NA,NA,NA
"2008-2009","2009-03",948,7748,1233964,6.28,74537,1166,15.64,151844,1654,10.89,762573,4193,5.5,245010,735,3,NA,NA,NA,NA,NA,NA,NA
"2008-2009","2009-04",939,10061,1222667,8.23,74794,1801,24.08,152162,2745,18.04,753387,4697,6.23,242324,818,3.38,NA,NA,NA,NA,NA,NA,NA
"2008-2009","2009-05",941,9375,1227083,7.64,73717,1739,23.59,150592,2571,17.07,759146,4331,5.71,243628,734,3.01,NA,NA,NA,NA,NA,NA,NA
"2008-2009","2009-06",928,8012,1205860,6.64,72099,1444,20.03,147780,1999,13.53,746579,3872,5.19,239402,697,2.91,NA,NA,NA,NA,NA,NA,NA
"2008-2009","2009-07",937,6265,1220852,5.13,73874,1117,15.12,149484,1580,10.57,755383,2999,3.97,242111,569,2.35,NA,NA,NA,NA,NA,NA,NA
"2008-2009","2009-08",915,4973,1193113,4.17,72401,817,11.28,145999,1156,7.92,737263,2543,3.45,237450,457,1.92,NA,NA,NA,NA,NA,NA,NA
"2008-2009","2009-09",905,4405,1178157,3.74,71484,715,10,143093,1073,7.5,730661,2197,3.01,232919,420,1.8,NA,NA,NA,NA,NA,NA,NA
"2008-2009","2009-10",900,3417,1174522,2.91,69990,552,7.89,143323,880,6.14,727978,1727,2.37,233231,258,1.11,NA,NA,NA,NA,NA,NA,NA
"2008-2009","2009-11",891,2502,1162785,2.15,70310,418,5.95,142762,644,4.51,720057,1220,1.69,229656,220,0.96,NA,NA,NA,NA,NA,NA,NA
"2008-2009","2009-12",884,1984,1148544,1.73,70421,324,4.6,143121,533,3.72,708188,973,1.37,226814,154,0.68,NA,NA,NA,NA,NA,NA,NA
"2008-2009","2009-13",866,1607,1118649,1.44,70260,276,3.93,139740,461,3.3,686782,723,1.05,221867,147,0.66,NA,NA,NA,NA,NA,NA,NA
"2008-2009","2009-14",853,1293,1116091,1.16,65395,209,3.2,131913,344,2.61,695416,629,0.9,223367,111,0.5,NA,NA,NA,NA,NA,NA,NA
"2008-2009","2009-15",810,803,1058547,0.76,63609,149,2.34,126864,214,1.69,655550,352,0.54,212524,88,0.41,NA,NA,NA,NA,NA,NA,NA
"2008-2009","2009-16",799,609,1043951,0.58,62603,115,1.84,125222,138,1.1,647778,278,0.43,208348,78,0.37,NA,NA,NA,NA,NA,NA,NA
