"period_start","period_end","publication","url","variant","number_cases","percent_cases_variant","variant_sex_female","percent_variant_female","variant_sex_male","percent_variant_male","native_case","imported_case","period_start_last_45_days","period_end_last_45_days","number_cases_last_45_days","perc_cases_last_45_days","variant_sex_female_last_45_days","percent_variant_female_last_45_days","variant_sex_male_last_45_days","percent_variant_male_last_45_days","native_case_last_45_days","imported_case_last_45_days"
NA,NA,"25/03/22","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_18/Bollettino_varianti_18.pdf","B.1.617.3",NA,NA,NA,NA,NA,NA,NA,NA,"05/02/22","21/03/22",0,0,0,0,0,0,0,0
NA,NA,"25/03/22","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_18/Bollettino_varianti_18.pdf","P.2",NA,NA,NA,NA,NA,NA,NA,NA,"05/02/22","21/03/22",0,0,0,0,0,0,0,0
NA,NA,"25/03/22","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_18/Bollettino_varianti_18.pdf","Other",NA,NA,NA,NA,NA,NA,NA,NA,"05/02/22","21/03/22",325,8.4,186,8.5,139,8.2,319,1
NA,NA,"29/04/22","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_19/Bollettino_varianti_19.pdf","B.1.1.7",NA,NA,NA,NA,NA,NA,NA,NA,"13/03/22","26/04/22",0,0,0,0,0,0,0,0
NA,NA,"29/04/22","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_19/Bollettino_varianti_19.pdf","B.1.1.7 + E484K",NA,NA,NA,NA,NA,NA,NA,NA,"13/03/22","26/04/22",0,0,0,0,0,0,0,0
NA,NA,"29/04/22","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_19/Bollettino_varianti_19.pdf","B.1.351",NA,NA,NA,NA,NA,NA,NA,NA,"13/03/22","26/04/22",0,0,0,0,0,0,0,0
NA,NA,"29/04/22","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_19/Bollettino_varianti_19.pdf","P.1",NA,NA,NA,NA,NA,NA,NA,NA,"13/03/22","26/04/22",0,0,0,0,0,0,0,0
NA,NA,"29/04/22","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_19/Bollettino_varianti_19.pdf","B.1.617.2",NA,NA,NA,NA,NA,NA,NA,NA,"13/03/22","26/04/22",7,0.2,6,0.2,1,0,7,0
NA,NA,"29/04/22","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_19/Bollettino_varianti_19.pdf","B.1.1.529",NA,NA,NA,NA,NA,NA,NA,NA,"13/03/22","26/04/22",4175,89.7,2201,89.4,1974,90.1,3378,8
NA,NA,"29/04/22","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_19/Bollettino_varianti_19.pdf","B.1.525",NA,NA,NA,NA,NA,NA,NA,NA,"13/03/22","26/04/22",0,0,0,0,0,0,0,0
NA,NA,"29/04/22","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_19/Bollettino_varianti_19.pdf","B.1.617.1",NA,NA,NA,NA,NA,NA,NA,NA,"13/03/22","26/04/22",0,0,0,0,0,0,0,0
NA,NA,"29/04/22","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_19/Bollettino_varianti_19.pdf","B.1.617.3",NA,NA,NA,NA,NA,NA,NA,NA,"13/03/22","26/04/22",0,0,0,0,0,0,0,0
NA,NA,"29/04/22","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_19/Bollettino_varianti_19.pdf","P.2",NA,NA,NA,NA,NA,NA,NA,NA,"13/03/22","26/04/22",0,0,0,0,0,0,0,0
NA,NA,"29/04/22","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_19/Bollettino_varianti_19.pdf","Other",NA,NA,NA,NA,NA,NA,NA,NA,"13/03/22","26/04/22",470,10.1,254,10.3,216,9.9,428,1
NA,NA,"27/05/22","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_20/Bollettino_varianti_20.pdf","B.1.1.7",NA,NA,NA,NA,NA,NA,NA,NA,"09/04/22","23/05/22",0,0,0,0,0,0,0,0
NA,NA,"27/05/22","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_20/Bollettino_varianti_20.pdf","B.1.1.7 + E484K",NA,NA,NA,NA,NA,NA,NA,NA,"09/04/22","23/05/22",0,0,0,0,0,0,0,0
NA,NA,"27/05/22","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_20/Bollettino_varianti_20.pdf","B.1.351",NA,NA,NA,NA,NA,NA,NA,NA,"09/04/22","23/05/22",1,0.1,0,0,1,0,1,0
NA,NA,"27/05/22","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_20/Bollettino_varianti_20.pdf","P.1",NA,NA,NA,NA,NA,NA,NA,NA,"09/04/22","23/05/22",0,0,0,0,0,0,0,0
NA,NA,"27/05/22","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_20/Bollettino_varianti_20.pdf","B.1.617.2",NA,NA,NA,NA,NA,NA,NA,NA,"09/04/22","23/05/22",2,0.1,0,0,2,0.1,2,0
NA,NA,"27/05/22","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_20/Bollettino_varianti_20.pdf","B.1.1.529",NA,NA,NA,NA,NA,NA,NA,NA,"09/04/22","23/05/22",3473,87.2,1859,86.2,1614,88.3,2727,1
NA,NA,"27/05/22","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_20/Bollettino_varianti_20.pdf","B.1.525",NA,NA,NA,NA,NA,NA,NA,NA,"09/04/22","23/05/22",0,0,0,0,0,0,0,0
NA,NA,"27/05/22","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_20/Bollettino_varianti_20.pdf","B.1.617.1",NA,NA,NA,NA,NA,NA,NA,NA,"09/04/22","23/05/22",0,0,0,0,0,0,0,0
NA,NA,"27/05/22","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_20/Bollettino_varianti_20.pdf","B.1.617.3",NA,NA,NA,NA,NA,NA,NA,NA,"09/04/22","23/05/22",0,0,0,0,0,0,0,0
NA,NA,"27/05/22","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_20/Bollettino_varianti_20.pdf","P.2",NA,NA,NA,NA,NA,NA,NA,NA,"09/04/22","23/05/22",0,0,0,0,0,0,0,0
NA,NA,"27/05/22","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Bollettino/Bollettino_n_20/Bollettino_varianti_20.pdf","Other",NA,NA,NA,NA,NA,NA,NA,NA,"09/04/22","23/05/22",507,12.7,297,13.8,210,11.5,482,3
